REASON;JOB;BAD;LOAN;MORTDUE;VALUE;YOJ;DEROG;DELINQ;CLAGE;NINQ;DEBTINC;gDEBTINC
HomeImp;ProfExe;0;12900;89492;110007;10;0;2;169,1919843;0;32,82003727;1
HomeImp;Office;0;42800;6929;67573;;0;0;299,3808919;0;14,04201152;1
DebtCon;Mgr;0;11800;53596;69786;5;;;126,7877807;;41,04775488;1
DebtCon;Other;1;25500;63967;87239;6;0;0;;0;33,05107375;1
DebtCon;Other;1;11500;47597,57;75937,5;13,5;0;0;89,4;0;;3
DebtCon;Other;0;25600;;51974;;;;100,6768656;;28,11606742;1
HomeImp;Office;0;21200;70400;96999;14;0;0;135,264537;0;38,82316963;1
HomeImp;Office;0;15900;71841;96424;10;;;111,4372511;0;36,95496961;1
HomeImp;ProfExe;0;37600;141000;200300;5;0;0;145,6333333;0;;3
HomeImp;;0;81200;18834;108355;28;0;0;139,136329;0;34,04215317;1
DebtCon;Other;1;22700;94601;99755;3;0;0;129,5643008;0;37,96930454;1
DebtCon;Office;1;28700;25190;59841;1;0;1;201,1767833;0;35,72928694;1
HomeImp;ProfExe;0;13900;78442;105065;0;0;0;71,55047746;0;34,75170874;1
HomeImp;Other;1;7900;67222;75189;4;0;0;95,67687269;0;36,97971203;1
DebtCon;Office;0;19000;130291;168187;3;0;0;140,6893429;0;24,78815021;1
DebtCon;Mgr;0;15800;20665;43790;8;0;0;108,4139366;0;22,82689244;1
DebtCon;ProfExe;0;35800;207312;271738;4;0;0;228,8020074;0;32,68199935;1
HomeImp;ProfExe;0;19000;75673;100335;8;0;0;93,15954491;0;33,51848053;1
DebtCon;Other;0;38100;93544;142231;11;0;0;55,10985031;0;41,2954003;1
DebtCon;Office;0;18700;59929;89526;0;0;0;64,45472528;0;35,08734865;1
DebtCon;Other;1;39500;;50000;7;0;0;51,76666667;0;;3
DebtCon;Office;0;26000;75034;100852;10;0;0;152,3539807;0;36,3563094;1
DebtCon;Office;0;25900;58693;86469;1;0;1;94,12956341;0;32,12756274;1
DebtCon;ProfExe;0;15300;14695;48095;1;0;0;301,6576657;0;19,01244637;1
;;0;8600;;51703;;;;;;12,10514386;1
DebtCon;ProfExe;0;11300;16115;69113;22;0;2;403,5149997;0;22,16824452;1
DebtCon;Other;0;14100;54081;68577;8;0;0;237,6822783;0;33,08901751;1
DebtCon;ProfExe;0;30500;113822;148478;10;0;0;165,7882784;0;31,16320701;1
HomeImp;Office;0;7900;;35422;19;0;0;184,3900292;0;37,83671487;1
DebtCon;Office;0;28200;100353;131386;9;0;0;146,0654833;0;38,67920762;1
DebtCon;Other;0;31500;10879;58089;0;0;0;94,24803572;0;38,66240227;1
HomeImp;Self;0;16100;26276;168105;7;0;0;336,1984645;0;25,99181995;1
DebtCon;Self;0;9500;115186;131800;7;0;0;177,0500361;0;33,43055804;1
DebtCon;Mgr;0;10800;75378;86060;6;0;0;102,6650708;0;30,09500969;1
DebtCon;Other;1;15000;42000;111351;6;;6;225,6333333;0;;3
DebtCon;Other;0;10800;42191;57224;15;0;0;68,81082617;0;30,51822975;1
HomeImp;Mgr;0;12900;31498;42695;14;0;0;55,02158895;0;31,99275348;1
;Other;0;17900;97335;167384;;0;;250,4871084;;39,15632328;1
DebtCon;Other;0;19200;65206;13933;7;;;57,59183135;0;42,50243535;2
DebtCon;Other;0;12200;91000;114053;11;0;0;173,5;0;;3
DebtCon;Other;0;12600;67860;103426;9;0;0;202,1526338;0;18,34752938;1
HomeImp;Other;0;16500;;42894;1;0;0;331,4268695;0;26,89580446;1
DebtCon;Mgr;0;21400;85609;108469;24;;1;306,1836619;0;39,91928991;1
HomeImp;Mgr;0;9800;55330;78154;2;0;1;122,7055369;0;28,89610186;1
DebtCon;Office;0;18000;7051;66200;;0;0;250,5666667;0;;3
HomeImp;Other;0;19200;32417;97000;6;0;0;130,8666667;0;;3
DebtCon;Office;0;27300;66878;93656;11;0;0;153,7959046;0;39,08500634;1
HomeImp;Other;0;7000;58843;75300;1,5;0;0;103,6666667;0;;3
DebtCon;Mgr;0;35600;20552;46697;7;0;0;45,14448683;0;36,06282742;1
DebtCon;Other;1;27100;63844;101000;8;1;1;128,8;0;;3
DebtCon;Other;0;16600;55912;81552;6;;;106,5129317;0;36,76375267;1
DebtCon;Other;0;31000;13542;58827;0;0;0;92,1329084;0;36,25696875;1
DebtCon;Other;0;26500;;61089;27;0;0;144,1920343;0;22,81386786;1
HomeImp;Other;0;10000;34767;51000;23;0;1;121,7333333;0;;3
DebtCon;Other;0;12000;44000;59500;3,7;0;0;172,5;0;;3
DebtCon;Office;1;7000;46000;66660;1;0;1;138,2333333;0;;3
HomeImp;Office;0;7100;98490;114457;23;0;0;116,1000871;0;35,60189425;1
HomeImp;Mgr;0;19300;76807;103026;13;0;0;169,2487527;0;34,87635872;1
DebtCon;Other;0;31200;14906;64767;0;0;0;80,35557059;0;35,03907537;1
DebtCon;Office;0;25900;56784;91401;2;0;1;90,16369704;0;34,09893173;1
DebtCon;Other;0;27700;63962;101676;15;0;1;138,5694126;0;37,38458848;1
DebtCon;Other;0;31400;37750;76204;;;;268,2649306;0;41,4487633;1
DebtCon;Mgr;0;21800;107271;161219;15;0;0;187,2974769;0;31,55694874;1
HomeImp;ProfExe;0;24400;93411;140031;6;0;0;177,5112494;0;31,02733592;1
HomeImp;Other;0;7100;64850;76985;0;0;0;108,2171898;0;36,33755756;1
HomeImp;Other;1;8000;47306;68350;9;0;0;82,63333333;0;;3
HomeImp;Office;0;65100;67389;142740;9;0;1;116,9061041;0;43,36871813;2
HomeImp;Mgr;0;12700;27459;38577;16;0;0;72,32957204;0;31,60566546;1
DebtCon;ProfExe;0;21500;94310;142986;22;1;0;170,2049996;0;39,56664624;1
HomeImp;ProfExe;0;12700;204038;230920;10;0;0;242,9128934;0;29,80162732;1
DebtCon;Other;0;11000;48538;63805;9;0;0;88,60602346;0;38,0261511;1
HomeImp;ProfExe;0;7000;129959;161301;11;0;0;209,9862995;0;21,91795226;1
DebtCon;Office;1;30800;147577;187129;11;0;0;;0;42,36225264;2
DebtCon;Other;0;9000;64917;102270;10;0;0;213,0333333;0;;3
DebtCon;Other;1;10000;31253;65450;21;0;0;172,0333333;0;;3
;ProfExe;1;11100;68784;85464;2;0;0;117,9983043;0;36,04425175;1
DebtCon;Other;0;11000;50716;61492;3;0;1;90,23032976;0;38,25586202;1
DebtCon;Other;0;23500;;59600;26;0;0;127,8;0;;3
DebtCon;Other;0;26500;;63918;25;0;0;135,4409472;0;20,16138785;1
HomeImp;Other;0;8900;;49147;;;;110,5095805;;37,10814206;1
DebtCon;Mgr;0;14400;20996;41987;9;0;0;120,9555144;0;21,11871262;1
HomeImp;Office;0;21600;70832;96503;13;0;0;136,3971417;0;37,58053042;1
DebtCon;Other;0;31800;195134;299299;29;0;0;161,8851263;0;38,63702392;1
HomeImp;Mgr;0;11000;85758;108661;11;0;0;255,2874154;0;29,43486714;1
DebtCon;ProfExe;1;15400;63456;96794;3;0;0;85,52936247;0;37,362645;1
HomeImp;;1;31500;15391;;2,6;6;1;57,83333333;0;;3
DebtCon;Other;0;58100;42615;70584;4;0;0;102,2991169;0;28,52576894;1
HomeImp;Mgr;1;10000;22000;41250;5;0;0;97,96666667;0;;3
DebtCon;Mgr;1;13700;59012;81465;12;0;0;167,4333333;0;;3
HomeImp;ProfExe;0;21000;101678;144063;9;0;0;167,7183935;0;32,20492622;1
DebtCon;ProfExe;0;23700;138632;186585;20;0;0;225,8977255;0;42,76682961;2
DebtCon;Office;1;11500;21096;38952;13;0;0;129,7;0;;3
DebtCon;ProfExe;0;15900;102564;120724;0;0;0;125,8340702;0;37,99377578;1
HomeImp;;0;79200;22940;110114;28;0;1;144,6161263;0;32,36651159;1
DebtCon;Other;0;26100;103949;208432;23;0;0;202,592647;0;23,29023448;1
DebtCon;Other;0;19600;49984;84519;12;0;0;92,81133322;0;7,614065422;1
DebtCon;Office;0;20900;111464;144487;11;0;1;206,6773533;0;40,06547716;1
DebtCon;Other;0;27700;25947;49836;24;0;0;120,0258521;0;23,81017336;1
HomeImp;Other;0;9400;26700;40150;9;0;0;80,16666667;0;;3
DebtCon;Other;0;19700;33529;61209;17;0;0;112,1587412;0;40,72529612;1
DebtCon;Office;0;21900;61468;87450;5;;;166,6108166;;38,2012104;1
DebtCon;Office;0;7900;44690;45841;10;0;0;185,6215923;0;32,28572409;1
DebtCon;Sales;1;16900;73128;101683;26;0;0;254,1917974;0;38,51230869;1
DebtCon;Other;0;14400;46955;67304;2;0;0;171,6224654;0;36,55518895;1
DebtCon;Other;1;20000;86019;94350;3,7;0;1;119,7;0;;3
DebtCon;ProfExe;0;24400;61260;103842;1;0;0;179,5402847;0;33,59045514;1
HomeImp;Other;0;8500;;42980;;;1;76,01075257;0;37,6596682;1
DebtCon;Mgr;0;26700;;120179;8;0;0;162,12582;0;35,09551993;1
DebtCon;ProfExe;0;26000;81764;118388;9;0;0;130,1924181;0;28,15413466;1
HomeImp;Other;0;6900;53776;51952;5;0;0;87,90011834;0;22,28699748;1
DebtCon;Mgr;1;12400;94000;112000;4;0;0;;0;;3
DebtCon;Other;0;33700;28956;45640;0;0;0;59,04270368;0;16,49508064;1
DebtCon;Other;0;20000;22036;51068;25;0;2;210,7198667;0;29,16004451;1
;;0;21100;48624;83448;;;;;;39,67140831;1
DebtCon;Mgr;0;33300;19675;47894;6;0;0;42,43527965;0;36,66861708;1
HomeImp;Other;0;12600;37699;59874;22;0;0;114,2359516;0;38,68267604;1
DebtCon;ProfExe;0;26800;145772;193135;12;0;0;147,9387954;0;40,90432104;1
DebtCon;Other;0;28800;;44761;10;0;;84,72826796;;22,84166319;1
HomeImp;Other;0;20400;41985;100096;4;0;0;141,0330881;0;32,93078188;1
DebtCon;Other;1;7500;33600;50125;2;0;0;146,9333333;0;;3
DebtCon;ProfExe;0;15800;61073;90897;8;0;0;208,5007559;0;23,03574584;1
HomeImp;Other;0;8200;79751;125413;7;;;;;41,98555729;1
HomeImp;Other;0;15700;40314;60640;25;0;0;255,5274603;0;22,54068012;1
HomeImp;Other;0;14400;61121;88844;;0;0;295,792111;0;30,30376695;1
HomeImp;Office;0;21200;62067;104579;13;0;0;143,3645296;0;36,1076674;1
DebtCon;Self;1;17000;89600;115000;20;;3;99,26666667;0;;3
DebtCon;ProfExe;0;25800;82058;116330;11;0;1;128,4471699;0;27,98945739;1
DebtCon;ProfExe;0;7400;75311;89905;0;;;;;27,20199961;1
HomeImp;Other;0;7200;;38061;;;;299,7527261;;31,88003318;1
DebtCon;Office;0;20400;52109;100316;0;0;4;166,9381999;0;35,52622751;1
DebtCon;Office;0;7200;79946;113807;1;0;0;238,458825;0;18,61728869;1
;Mgr;0;20000;129682;180746;24;;4;322,2002586;0;30,89117139;1
DebtCon;Other;0;33200;195971;298682;29;0;0;138,5666478;0;39,88756232;1
DebtCon;Self;0;11800;118053;125325;5;0;0;181,1720651;0;33,20039732;1
DebtCon;Mgr;0;13500;40023;67357;;;;;;38,31942585;1
HomeImp;Office;0;16000;85228;91519;;0;0;162,7712009;0;43,58388253;2
HomeImp;;0;6600;;46516;0;0;0;;0;14,84599073;1
HomeImp;ProfExe;0;38600;145590;209950;4;0;0;149,8811289;0;35,58278883;1
HomeImp;Other;0;10100;32608;47377;9;0;0;67,38706567;0;35,69019304;1
HomeImp;;0;20000;105422;146613;;;;;;38,03985503;1
DebtCon;ProfExe;1;15000;18900;80400;7;0;1;142;0;;3
DebtCon;Mgr;1;20000;117820;154000;3;0;0;70,99812734;0;;3
DebtCon;Office;0;17700;56375;90435;0;0;0;70,22587031;0;36,02327677;1
HomeImp;ProfExe;0;16100;94089;159427;6;0;0;101,9604601;0;35,99497953;1
DebtCon;Other;0;9300;81986;94513;2;3;0;;0;31,89390379;1
DebtCon;Other;0;14600;82837;95796;0;0;0;148,3552211;0;42,03308487;1
DebtCon;Other;0;16100;99844;114647;11;0;0;169,983556;0;33,52327854;1
DebtCon;Other;0;9100;50606;58822;11;0;0;89,64483342;0;36,30240922;1
DebtCon;;0;9800;58936;78078;19;0;0;152,1401257;0;32,18876052;1
HomeImp;Office;0;16100;45973;64430;3;0;0;117,0737532;0;33,8247164;1
DebtCon;Mgr;0;28200;;117181;9;0;0;170,6461537;0;31,60143615;1
HomeImp;Other;0;22000;36738;100040;6;0;0;138,9424576;0;30,78315421;1
DebtCon;Other;0;22000;48041;88433;12;0;0;96,33643462;0;5,226673619;1
DebtCon;Mgr;0;39100;128996;195061;;1;0;167,6645086;0;31,80559628;1
DebtCon;ProfExe;0;18100;23928;55734;17;0;0;175,8953545;0;37,94552227;1
HomeImp;ProfExe;0;40000;145351;208657;3;0;0;153,8265438;0;36,09992698;1
DebtCon;Mgr;0;26100;;120470;7;0;0;161,2876716;0;34,13000366;1
HomeImp;Other;1;8300;;47244;6;;;;;;3
HomeImp;Other;0;8000;84730;123455;9;;;;;40,03264933;1
DebtCon;Other;0;22400;93140;120977;23;0;0;232,8554836;0;39,74431431;1
HomeImp;ProfExe;0;25600;140649;212089;4;0;0;187,8714209;0;40,03321863;1
HomeImp;Office;0;7900;;71519;0;0;0;55,87386021;0;38,37509129;1
DebtCon;Other;0;11400;51203;60716;2;0;0;99,10408262;0;38,23531293;1
HomeImp;Other;1;44400;67272;130818;9;0;0;112,5918505;0;43,68096501;2
DebtCon;ProfExe;0;22700;155284;197634;15;;;103,7859943;0;29,54032204;1
HomeImp;Other;0;9800;56188;90143;17;0;0;171,4136584;0;25,62165041;1
DebtCon;Mgr;0;13500;40786;66872;;;;;;35,36413972;1
HomeImp;ProfExe;0;13800;85969;101664;0;0;0;68,58368974;0;36,83942264;1
DebtCon;Mgr;1;14300;52260;73000;0,6;1;3;62,9;0;;3
DebtCon;Other;0;30900;189798;301984;28;0;0;150,9173633;0;37,23650784;1
DebtCon;Other;0;19500;52080;89913;12;0;0;110,7603066;0;4,337283357;1
HomeImp;Other;1;13000;64499;86000;1;0;0;109,4;0;;3
HomeImp;Other;0;6100;47604;54966;5;0;0;70,69532973;0;24,76674453;1
DebtCon;ProfExe;0;9900;73804;97413;5;0;0;107,3330245;0;33,5248796;1
DebtCon;ProfExe;0;17300;110614;137552;6;0;0;85,23250072;0;31,34436552;1
DebtCon;ProfExe;0;34300;118911;168901;16;0;0;134,7340235;0;28,81751546;1
DebtCon;Other;0;9300;46466;57182;2;0;0;100,0518662;0;38,44431799;1
HomeImp;;0;6200;;33909;;;;;;34,51740452;1
DebtCon;Office;0;27300;97373;126102;10;0;1;139,1325983;0;39,17355395;1
HomeImp;Other;0;15800;25344;79736;;0;0;249,9837678;0;42,43556267;2
HomeImp;ProfExe;0;18000;72152;102671;7;0;0;84,63934821;0;32,88687522;1
HomeImp;ProfExe;1;14800;;;0;;;;;;3
DebtCon;Mgr;0;12100;12000;33938;9;0;0;118,7666667;0;;3
DebtCon;Other;0;10700;126751;184554;8;0;0;225,8703521;0;34,13705457;1
DebtCon;Office;0;10700;73996;92766;15;0;1;102,1474286;0;25,3840627;1
DebtCon;ProfExe;0;20000;85704;94200;2;1;0;123,9;0;;3
DebtCon;Other;0;20100;57192;82870;5;;;91,70143677;0;36,6352308;1
HomeImp;Mgr;0;13800;94843;125541;2;0;2;159,2524968;0;42,30523974;1
HomeImp;Other;1;8000;61000;90450;4;2;1;139,8666667;0;;3
DebtCon;Other;0;43800;;54046;;5;;113,1043563;;29,99790497;1
DebtCon;ProfExe;0;15500;36650;62963;6;0;0;260,8567886;0;24,29905935;1
HomeImp;ProfExe;0;11900;28329;80963;21;0;0;239,4571177;0;24,53499719;1
DebtCon;ProfExe;0;6200;75121;96462;0;;;;;27,16765596;1
DebtCon;Office;0;18200;62141;90434;0;0;0;69,41077665;0;35,35728724;1
DebtCon;Other;0;23000;;46846;;;;77,55320305;;25,61429467;1
DebtCon;;1;14000;67881;93390;;;;;;;3
DebtCon;Self;0;8200;117314;132770;4;0;1;176,3345415;0;34,55205243;1
DebtCon;Office;0;20400;38267;68684;12;0;1;121,4533629;0;42,20643322;1
;;0;15700;83830;122719;;;;;;35,16514615;1
DebtCon;Other;0;30000;20000;38000;0,9;0;0;59,83333333;0;;3
DebtCon;ProfExe;0;11000;48893;113223;7;0;1;237,0980813;0;22,00337641;1
HomeImp;Other;1;10000;27000;54300;0,3;0;1;91,13333333;0;;3
DebtCon;Other;0;23700;18825;55549;26;0;1;203,8609299;0;26,62907739;1
DebtCon;Other;1;7300;60890;75785;6;0;1;45,96666667;0;;3
DebtCon;Other;1;20600;48500;72000;17;0;0;;0;;3
HomeImp;Office;0;47500;;76836;11;0;0;290,6493233;0;34,1468927;1
HomeImp;Other;0;11900;26601;52544;0;0;0;240,6943608;0;40,77567715;1
DebtCon;Other;1;24900;77000;115006;10;0;0;293,2333333;0;;3
DebtCon;Office;0;15300;;92320;28;0;0;325,9984486;0;15,33556026;1
DebtCon;ProfExe;0;22300;89591;149566;23;0;0;157,6517299;0;41,85930497;1
HomeImp;Self;0;28200;148455;191419;1;0;0;186,9830429;0;39,56330307;1
DebtCon;Other;0;59500;47485;69981;4;0;0;100,1393112;0;29,47367331;1
DebtCon;ProfExe;1;28600;126189;167157;19;0;2;239,2270359;0;31,01274893;1
DebtCon;Sales;0;8200;171456;246758;;0;0;138,1548182;0;40,33786076;1
HomeImp;Other;0;22400;38669;105881;6;0;0;125,2428417;0;32,77827083;1
DebtCon;Other;0;10900;25061;35792;3;;;;;37,10471224;1
DebtCon;Office;1;9700;32660;54536;0;0;0;156,4821057;0;67,32490355;2
;Office;0;13400;100784;118708;15;0;0;268,1075925;0;36,1587181;1
HomeImp;Other;1;10000;;;;;;;;;3
HomeImp;Mgr;1;15000;45000;85000;11;0;0;110;0;;3
DebtCon;Other;1;26500;61223;92255;2;0;1;214,0325389;0;1,85553998;1
HomeImp;Self;0;50800;;86207;9;0;0;167,8236105;0;26,65051224;1
DebtCon;Other;0;30200;34955;79556;8;;;121,0233133;;32,8045306;1
DebtCon;Other;1;16500;48833;68872;1;0;0;60,39065229;0;22,45962439;1
DebtCon;Sales;0;15000;89165;106392;12;;2;166,085018;0;35,0331025;1
HomeImp;Mgr;0;10000;;42497;6;;;165,4333333;;;3
DebtCon;Other;1;24400;69873;101484;15;0;6;225,7525542;0;;3
HomeImp;ProfExe;0;15000;53000;83400;5;0;0;120,3;0;;3
HomeImp;Other;0;17800;8642;88369;13;0;0;265,022103;0;26,48079237;1
DebtCon;Office;1;25000;70150;;4;2;;104,5333333;0;;3
DebtCon;Other;0;25300;60084;88898;7;0;0;227,0869244;0;36,44443099;1
;;0;10000;;69502;;;;;;25,77278284;1
HomeImp;Office;0;20400;68928;98587;13;0;0;153,5781354;0;36,17609184;1
DebtCon;ProfExe;0;20600;;24894;3;0;0;90,91493176;0;22,03357993;1
;Other;0;19200;101641;160839;;1;;260,8349929;;37,12360431;1
HomeImp;Other;1;10300;70147;122124;1;0;0;58,89568589;0;57,99501862;2
DebtCon;Other;0;11800;38825;51984;;0;0;82,52779435;0;40,88273326;1
DebtCon;Office;0;19900;128219;162012;1;;0;374,0237669;;37,88816696;1
HomeImp;ProfExe;0;19900;90966;154351;4;0;0;103,9754422;0;35,40591994;1
DebtCon;Other;1;20600;52946;83558;0;0;0;65,88287939;0;65,14359345;2
DebtCon;Office;0;12500;17659;31843;7;0;1;107,7410948;0;19,30085445;1
DebtCon;Mgr;0;38000;58200;108000;16;0;1;195,8333333;0;;3
DebtCon;ProfExe;0;34800;139519;195663;22;0;0;182,6647721;0;36,95591736;1
HomeImp;ProfExe;0;10000;71000;97875;8;0;0;165,7148936;0;;3
DebtCon;Other;0;20500;37437;65004;1;0;0;120,4267161;0;22,52545512;1
DebtCon;ProfExe;0;19900;25589;90051;8;0;0;138,9905144;0;30,27109244;1
DebtCon;Other;0;25100;26889;47061;28;0;0;318,9013325;;31,32456596;1
DebtCon;Mgr;0;36300;22431;42834;6;0;0;50,41959435;0;33,41614827;1
DebtCon;Other;0;9400;86539;95010;0;4;0;;0;29,81532359;1
;;0;24300;;144123;;;;;;15,52923014;1
DebtCon;Other;0;25000;;62619;26;0;0;112,9674833;0;21,26380538;1
HomeImp;Other;0;10200;34522;43076;9;0;0;92,90754834;0;36,84535669;1
HomeImp;Office;0;20500;67852;97944;14;0;0;141,0053448;0;36,6093894;1
DebtCon;ProfExe;0;22500;87361;140632;24;0;0;146,2961719;0;39,87676993;1
;;0;14300;80299;123339;;;;;;35,31117092;1
HomeImp;Other;0;11100;35782;45550;8;0;0;109,2843458;0;36,15980592;1
DebtCon;Other;0;20000;13316;50150;26;0;2;214,0333333;0;;3
DebtCon;Other;1;12300;24552;48278;0;0;0;171,0751046;0;29,29955094;1
DebtCon;Mgr;0;26000;119553;158687;5;0;0;290,7585045;0;36,9775189;1
DebtCon;Mgr;0;16600;74784;100221;1;0;0;90,05044751;0;25,7083938;1
HomeImp;ProfExe;0;10200;77571;102732;6;0;0;100,6296635;0;37,36151357;1
HomeImp;Office;0;13400;94102;114147;2;0;0;137,707783;0;36,80162473;1
DebtCon;Other;0;26600;61151;97072;16;0;1;133,4481104;0;39,22971154;1
DebtCon;Mgr;0;15300;127172;156578;;0;0;213,2860218;0;36,29035353;1
DebtCon;Other;1;13000;70000;90704;15;0;3;142,1666667;0;;3
DebtCon;Office;0;13700;90714;120292;11;0;0;215,6120163;0;40,30430134;1
HomeImp;;0;22300;101738;145709;;;;;;38,7199658;1
;Other;0;13000;60719;73677;11;0;0;256,7103553;0;27,31010697;1
DebtCon;Other;0;16500;77049;98658;5;3;0;77,99281611;0;23,1200738;1
HomeImp;Other;0;20600;35530;105838;7;0;0;106,162918;0;32,09386652;1
DebtCon;Office;0;24500;52000;84915;0,4;0;1;93,16666667;0;;3
HomeImp;Other;0;8400;57694;70782;4;0;0;125,7103247;0;37,62278555;1
DebtCon;Other;0;9300;21138;30700;3;;;;;;3
HomeImp;Other;0;11400;52068;80643;2;0;2;199,0877211;0;29,46213408;1
HomeImp;Office;0;17900;70444;95860;7;;;95,68425477;0;38,14282274;1
DebtCon;ProfExe;0;30000;224000;282000;5;0;1;209,3666667;0;;3
DebtCon;Mgr;0;13700;38981;67536;;;;;;35,18815986;1
;ProfExe;0;18700;63990;94035;9;0;0;;0;25,78335659;1
;Office;0;17700;17480;41055;1;0;0;196,1319389;0;37,92365952;1
DebtCon;Office;0;10300;79243;89840;16;0;0;87,82534618;0;24,47937322;1
HomeImp;Mgr;0;13300;96201;124892;3;0;3;178,0344633;0;40,10275183;1
HomeImp;;0;7400;;54138;1;0;0;;0;12,21967996;1
DebtCon;ProfExe;0;9000;47350,86;105000;6;0;1;227,2666667;0;;3
;;0;19900;45748;82516;;;;;;39,31387801;1
HomeImp;ProfExe;0;16700;53423;85685;5;0;0;109,4294283;0;28,16061131;1
HomeImp;Other;0;13000;;72175;;0;0;367,9400249;0;36,56113974;1
HomeImp;Other;0;7100;53273;54378;5;0;0;84,83724997;0;22,86119965;1
HomeImp;ProfExe;0;18500;67686;95949;9;0;0;78,94907069;0;31,80824298;1
HomeImp;ProfExe;0;40500;145127;205613;5;0;0;143,1288344;0;35,3375454;1
DebtCon;Other;0;29700;100657;148653;14;0;0;221,9253115;0;42,30290733;1
HomeImp;Other;0;28400;207687;242544;8;0;0;134,0076805;0;41,29838663;1
HomeImp;ProfExe;0;10500;74814;98132;8;0;0;164,3308981;0;32,3751491;1
DebtCon;Other;0;21100;61427;83722;19;0;0;220,5535336;0;32,72762776;1
HomeImp;Other;0;8400;82972;121796;7;;;;;41,44562357;1
DebtCon;;0;6800;78292;86959;3;;;;;18,92721164;1
DebtCon;ProfExe;0;12800;85251;114023;1;1;2;143,6827959;0;31,91327241;1
DebtCon;ProfExe;1;50000;38000;;26;7;6;150,2;0;;3
DebtCon;Other;0;24500;21470;52228;25;0;0;124,5599493;0;23,88812168;1
DebtCon;Other;0;10300;44941;60694;2;0;0;85,68120512;0;39,53639781;1
DebtCon;ProfExe;0;35000;197906;265000;4;0;0;246,5666667;0;;3
DebtCon;Office;1;15700;53443;77704;2;0;5;73,08753889;0;45,19549587;2
DebtCon;ProfExe;1;13000;94941;120000;0,1;0;0;132,8666667;0;;3
HomeImp;;0;80600;16337;109370;28;0;0;137,4399914;0;34,20200503;1
HomeImp;Office;0;63900;62200;140030;10;0;1;126,8;0;;3
HomeImp;Mgr;0;7400;56596;72861;3;0;1;141,9621493;0;28,30024564;1
DebtCon;Other;0;19500;58638;13930;4;;;69,00502713;0;42,50002486;2
DebtCon;Other;0;32700;14955;38584;29;0;0;197,9863148;0;41,52909627;1
HomeImp;Other;1;7200;;76723;10;0;0;70,19389019;0;41,25070626;1
DebtCon;Office;1;8500;30077;42770;0,25;0;0;89,26666667;0;;3
DebtCon;Office;1;9500;36114;45654;0;0;0;83,33329177;0;25,34347845;1
HomeImp;Mgr;0;6400;57887;74776;3;0;1;126,3286437;0;28,75634543;1
DebtCon;;0;9400;56508;78358;17;0;0;141,9311562;0;32,32749505;1
DebtCon;Mgr;1;15000;68000;96000;12;0;3;109,5666667;0;;3
DebtCon;Other;0;10700;49573;68125;2;0;0;223,2;0;;3
HomeImp;Other;0;19400;39334;103578;6;0;0;127,5305161;0;31,36762718;1
DebtCon;Other;0;31200;22907;46357;0;0;0;62,41629688;0;15,02803747;1
DebtCon;Other;0;25100;58042;98964;16;0;1;125,7958639;0;38,3722235;1
DebtCon;;0;14200;64235;76965;9;;;;;24,83595792;1
DebtCon;Office;0;13900;95351;117381;12;0;0;210,2021295;0;41,01100137;1
HomeImp;Other;1;10000;50070;60670;5;2;0;15,23333333;0;;3
DebtCon;ProfExe;0;21600;152639;195661;14;;;127,7781102;0;29,15307149;1
;Office;0;15300;24025;42722;2;0;0;207,962141;0;37,1228372;1
DebtCon;ProfExe;0;25500;79593;113063;9;0;0;135,7406135;0;28,04079318;1
HomeImp;Office;0;40600;15024;65109;;0;0;313,6709263;0;15,62993741;1
DebtCon;Mgr;1;15600;74156;101136;11;0;3;107,3884676;0;27,69600093;1
DebtCon;Other;0;23400;35634;61149;;0;0;204,6427862;0;41,11515894;1
DebtCon;Office;0;8700;51033;58513;2;0;0;181,8697515;0;37,87927833;1
DebtCon;ProfExe;1;50000;160000;235000;0,3;0;0;184,7;0;;3
DebtCon;Mgr;0;19800;73557;95770;0;0;0;70,02915918;0;25,59661737;1
DebtCon;Other;0;10500;42003;53754;16;0;0;84,55110419;0;32,34295932;1
DebtCon;;0;20900;58299;78684;3;0;0;98,66282045;0;38,97200388;1
;;0;6900;;57067;;;;;;14,37098595;1
DebtCon;Other;0;17100;91502;113251;18;0;0;289,9544006;0;24,45832061;1
HomeImp;;0;80300;20370;109127;27;0;1;142,1743004;0;33,46876324;1
HomeImp;ProfExe;0;26800;213165;282068;5;;4;476,728281;;31,18166119;1
DebtCon;;0;7600;77518;83727;4;;;;;22,65514029;1
;;0;13300;;72583;1;0;0;;0;3,72042142;1
DebtCon;Mgr;0;26500;;122693;9;0;0;153,9424281;0;32,20081121;1
HomeImp;Other;1;13900;;;4;0;2;209,4799103;0;35,77489179;1
DebtCon;Other;0;21500;30546;53300;1;;;319,7808023;;33,44900986;1
HomeImp;Other;0;8700;57254;86883;16;0;0;172,1665627;0;25,04343675;1
DebtCon;Other;0;10600;64546;84576;0;;;173,6252843;;28,97180377;1
DebtCon;Mgr;0;17000;73184;96889;0;0;0;71,95379199;0;28,00439848;1
DebtCon;Office;0;15400;59518;91172;2;0;0;159,0035106;0;24,9904907;1
DebtCon;Other;0;32300;195243;294372;27;0;0;150,2093805;0;39,07277566;1
DebtCon;Other;0;9000;8221;38290;4;0;0;266,3837994;0;23,70306719;1
DebtCon;ProfExe;0;10600;82365;100272;3;1;0;122,4835943;0;33,65164695;1
